locus_id	motif_class	motif_class_interpretation	g5_primary_association_eligibility	audit_status	known_pv	g7_technical_eligibility	reasons
HPL01106	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL01107	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	BOUNDARY_STABLE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5
HPL01108	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01109	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01110	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL01111	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL01112	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL01113	MONO_GC	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01114	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01115	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL01116	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL01117	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01118	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	BOUNDARY_STABLE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5
HPL01119	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01120	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL01121	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL01122	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01123	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL01124	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL01125	MOTIF_GE4	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	PENDING_G7	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL01126	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	INELIGIBLE_PLATFORM_CONFOUNDED_CALLABILITY	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	PLATFORM_CONFOUNDED_CALLABILITY;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01127	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01128	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	INELIGIBLE_PLATFORM_CONFOUNDED_CALLABILITY	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	PLATFORM_CONFOUNDED_CALLABILITY;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL01129	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01130	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL01131	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01132	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL01133	MOTIF_GE4	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01134	MONO_GC	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01135	MONO_GC	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL01136	MONO_GC	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL01137	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL01138	MONO_GC	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL01139	TRINUCLEOTIDE	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	PENDING_G7	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01140	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL01141	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL01142	MONO_GC	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01143	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01144	MONO_GC	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01145	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01146	TRINUCLEOTIDE	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL01147	TRINUCLEOTIDE	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01148	DINUCLEOTIDE	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01149	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL01150	MOTIF_GE4	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL01151	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL01152	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01153	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL01154	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01155	TRINUCLEOTIDE	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	PENDING_G7	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL01156	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01157	MONO_GC	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL01158	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01159	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01160	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	INELIGIBLE_PLATFORM_CONFOUNDED_CALLABILITY	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	PLATFORM_CONFOUNDED_CALLABILITY;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01161	DINUCLEOTIDE	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01162	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01163	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01164	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL01165	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL01166	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	INELIGIBLE_PLATFORM_CONFOUNDED_CALLABILITY	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	PLATFORM_CONFOUNDED_CALLABILITY;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01167	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01168	DINUCLEOTIDE	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	PENDING_G7	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01169	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01170	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL01171	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL01172	MONO_GC	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	INELIGIBLE_PLATFORM_CONFOUNDED_CALLABILITY	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	PLATFORM_CONFOUNDED_CALLABILITY;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01173	MONO_GC	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	INELIGIBLE_PLATFORM_CONFOUNDED_CALLABILITY	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	PLATFORM_CONFOUNDED_CALLABILITY;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL01174	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01175	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01176	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL01177	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL01178	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL01179	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL01180	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	INELIGIBLE_PLATFORM_CONFOUNDED_CALLABILITY	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	PLATFORM_CONFOUNDED_CALLABILITY;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01181	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	INELIGIBLE_PLATFORM_CONFOUNDED_CALLABILITY	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	PLATFORM_CONFOUNDED_CALLABILITY;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01182	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL01183	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01184	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	INELIGIBLE_PLATFORM_CONFOUNDED_CALLABILITY	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	PLATFORM_CONFOUNDED_CALLABILITY;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL01185	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL01186	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL01187	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01188	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01189	MONO_GC	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01190	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL01191	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
