biosample	run_accession	locus_id	g7_locus_class	member_used	member_conflict	callable	uncallable_reason	spanning_reads	dominant_bp	dominant_fraction	confidence_class	mixed_flag	functional_state
SAMN16801851	SRR13089478	HPL00239	PRIMARY_TECHNICAL	HPL00239_26695	NONE	YES	.	32	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00241	PRIMARY_TECHNICAL	HPL00241_Shi470	NONE	YES	.	41	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00242	PRIMARY_TECHNICAL	HPL00242_P12	NONE	YES	.	48	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00243	PRIMARY_TECHNICAL	HPL00243_HPAG1	NONE	YES	.	32	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00244	PRIMARY_TECHNICAL	HPL00244_26695	NONE	YES	.	32	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00245	PRIMARY_TECHNICAL	HPL00245_HPAG1	NONE	YES	.	35	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00246	PRIMARY_TECHNICAL	HPL00246_26695	NONE	NO	INSUFFICIENT_SPANNING_READS(1<8)	1			NA	NA	UNCALLABLE
SAMN16801851	SRR13089478	HPL00247	PRIMARY_TECHNICAL	HPL00247_J99	NONE	YES	.	51	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00251	PRIMARY_TECHNICAL	HPL00251_HPAG1	NONE	YES	.	27	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00259	PRIMARY_TECHNICAL	HPL00259_26695	NONE	YES	.	45	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00261	PRIMARY_TECHNICAL	HPL00261_G27	NONE	YES	.	34	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00262	PRIMARY_TECHNICAL	HPL00262_India7	NONE	YES	.	33	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00264	PRIMARY_TECHNICAL	HPL00264_B8	NONE	YES	.	42	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00267	PRIMARY_TECHNICAL	HPL00267_26695	NONE	YES	.	39	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00270	PRIMARY_TECHNICAL	HPL00270_Shi470	NONE	YES	.	41	8	0.9024	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00273	PRIMARY_TECHNICAL	HPL00273_B8	NONE	YES	.	41	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00274	PRIMARY_TECHNICAL	HPL00274_26695	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801851	SRR13089478	HPL00275	PRIMARY_TECHNICAL	HPL00275_26695	NONE	YES	.	43	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00276	PRIMARY_TECHNICAL	HPL00276_J99	NONE	YES	.	44	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00277	PRIMARY_TECHNICAL	HPL00277_26695	NONE	YES	.	47	8	0.9362	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00288	PRIMARY_TECHNICAL	HPL00288_B8	NONE	YES	.	34	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00289	PRIMARY_TECHNICAL	HPL00289_India7	NONE	YES	.	24	9	0.9167	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00290	PRIMARY_TECHNICAL	HPL00290_Shi470	NONE	YES	.	40	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00291	PROVISIONAL_TECHNICAL	HPL00291_26695	NONE	YES	.	28	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00292	PRIMARY_TECHNICAL	HPL00292_26695	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801851	SRR13089478	HPL00293	PRIMARY_TECHNICAL	HPL00293_Shi470	NONE	YES	.	41	8	0.9756	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00297	PRIMARY_TECHNICAL	HPL00297_HPAG1	NONE	YES	.	10	8	1.0000	MEDIUM	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00299	PROVISIONAL_TECHNICAL	HPL00299_J99	NONE	YES	.	30	12	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00301	PRIMARY_TECHNICAL	HPL00301_Shi470	NONE	YES	.	41	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00303	PRIMARY_TECHNICAL	HPL00303_26695	NONE	YES	.	26	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00304	PRIMARY_TECHNICAL	HPL00304_HPAG1	NONE	YES	.	25	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00305	PRIMARY_TECHNICAL	HPL00305_P12	NONE	YES	.	43	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00306	PRIMARY_TECHNICAL	HPL00306_26695	NONE	YES	.	42	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00311	PRIMARY_TECHNICAL	HPL00311_J99	NONE	YES	.	24	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00312	PROVISIONAL_TECHNICAL	HPL00312_P12	NONE	YES	.	30	13	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00313	PRIMARY_TECHNICAL	HPL00313_26695	NONE	YES	.	36	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00314	PRIMARY_TECHNICAL	HPL00314_26695	NONE	YES	.	48	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00316	PRIMARY_TECHNICAL	HPL00316_Shi470	NONE	YES	.	36	9	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00318	PRIMARY_TECHNICAL	HPL00318_26695	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801851	SRR13089478	HPL00319	PRIMARY_TECHNICAL	HPL00319_26695	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801851	SRR13089478	HPL00321	PRIMARY_TECHNICAL	HPL00321_26695	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801851	SRR13089478	HPL00322	PRIMARY_TECHNICAL	HPL00322_G27	NONE	YES	.	49	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00325	PRIMARY_TECHNICAL	HPL00325_26695	NONE	YES	.	19	8	1.0000	MEDIUM	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00329	PRIMARY_TECHNICAL	HPL00329_HPAG1	NONE	YES	.	26	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00330	PROVISIONAL_TECHNICAL	HPL00330_P12	NONE	YES	.	25	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00332	PRIMARY_TECHNICAL	HPL00332_HPAG1	NONE	YES	.	36	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00333	PRIMARY_TECHNICAL	HPL00333_26695	NONE	YES	.	26	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00337	PRIMARY_TECHNICAL	HPL00337_26695	NONE	YES	.	41	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00341	PRIMARY_TECHNICAL	HPL00341_26695	NONE	YES	.	40	8	0.9750	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00342	PRIMARY_TECHNICAL	HPL00342_Shi470	NONE	YES	.	34	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00344	PRIMARY_TECHNICAL	HPL00344_26695	NONE	YES	.	29	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00345	PRIMARY_TECHNICAL	HPL00345_Shi470	NONE	YES	.	51	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00347	PRIMARY_TECHNICAL	HPL00347_B8	NONE	YES	.	44	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00350	PRIMARY_TECHNICAL	HPL00350_HPAG1	NONE	YES	.	36	9	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00351	PRIMARY_TECHNICAL	HPL00351_Shi470	NONE	YES	.	33	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00352	PRIMARY_TECHNICAL	HPL00352_26695	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801851	SRR13089478	HPL00353	PRIMARY_TECHNICAL	HPL00353_26695	NONE	YES	.	38	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00354	PRIMARY_TECHNICAL	HPL00354_26695	NONE	YES	.	42	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00357	PRIMARY_TECHNICAL	HPL00357_Shi470	NONE	YES	.	41	8	0.9512	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00360	PRIMARY_TECHNICAL	HPL00360_J99	NONE	YES	.	47	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00361	PRIMARY_TECHNICAL	HPL00361_B8	NONE	YES	.	50	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00364	PRIMARY_TECHNICAL	HPL00364_Shi470	NONE	YES	.	48	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00365	PRIMARY_TECHNICAL	HPL00365_26695	NONE	YES	.	36	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00369	PRIMARY_TECHNICAL	HPL00369_P12	NONE	YES	.	29	9	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00370	PRIMARY_TECHNICAL	HPL00370_G27	NONE	YES	.	24	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00376	PRIMARY_TECHNICAL	HPL00376_26695	NONE	YES	.	34	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00377	PRIMARY_TECHNICAL	HPL00377_26695	NONE	YES	.	34	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00378	PRIMARY_TECHNICAL	HPL00378_J99	NONE	YES	.	24	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00379	PRIMARY_TECHNICAL	HPL00379_26695	NONE	YES	.	21	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00380	PRIMARY_TECHNICAL	HPL00380_Shi470	NONE	YES	.	18	8	1.0000	MEDIUM	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00381	PROVISIONAL_TECHNICAL	HPL00381_Shi470	NONE	YES	.	32	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00383	PRIMARY_TECHNICAL	HPL00383_26695	NONE	YES	.	37	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00385	PROVISIONAL_TECHNICAL	HPL00385_26695	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801851	SRR13089478	HPL00386	PRIMARY_TECHNICAL	HPL00386_26695	NONE	YES	.	36	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00387	PROVISIONAL_TECHNICAL	HPL00387_G27	NONE	YES	.	52	12	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00390	PRIMARY_TECHNICAL	HPL00390_26695	NONE	YES	.	24	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00392	PRIMARY_TECHNICAL	HPL00392_J99	NONE	YES	.	26	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00393	PRIMARY_TECHNICAL	HPL00393_26695	NONE	YES	.	9	6	1.0000	LOW	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00403	PRIMARY_TECHNICAL	HPL00403_26695	NONE	YES	.	42	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00404	PRIMARY_TECHNICAL	HPL00404_Shi470	NONE	YES	.	16	8	1.0000	MEDIUM	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00407	PRIMARY_TECHNICAL	HPL00407_India7	NONE	YES	.	21	8	0.9524	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00409	PRIMARY_TECHNICAL	HPL00409_26695	NONE	YES	.	33	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00413	PRIMARY_TECHNICAL	HPL00413_26695	NONE	YES	.	27	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00414	PRIMARY_TECHNICAL	HPL00414_Shi470	NONE	YES	.	33	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00415	PRIMARY_TECHNICAL	HPL00415_India7	NONE	YES	.	44	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00419	PRIMARY_TECHNICAL	HPL00419_26695	NONE	YES	.	31	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00421	PRIMARY_TECHNICAL	HPL00421_26695	NONE	YES	.	15	8	1.0000	MEDIUM	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00423	PRIMARY_TECHNICAL	HPL00423_Shi470	NONE	YES	.	42	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00424	PRIMARY_TECHNICAL	HPL00424_Shi470	NONE	YES	.	40	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00426	PROVISIONAL_TECHNICAL	HPL00426_HPAG1	NONE	YES	.	24	9	1.0000	HIGH	NONE	AMBIGUOUS
SAMN16801851	SRR13089478	HPL00429	PRIMARY_TECHNICAL	HPL00429_26695	NONE	YES	.	32	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00430	PRIMARY_TECHNICAL	HPL00430_26695	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801851	SRR13089478	HPL00435	PRIMARY_TECHNICAL	HPL00435_Shi470	NONE	YES	.	50	9	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00436	PRIMARY_TECHNICAL	HPL00436_Shi470	NONE	YES	.	36	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00439	PROVISIONAL_TECHNICAL	HPL00439_26695	NONE	YES	.	34	12	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00442	PRIMARY_TECHNICAL	HPL00442_Shi470	NONE	YES	.	47	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00443	PRIMARY_TECHNICAL	HPL00443_26695	NONE	YES	.	48	9	0.9792	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00447	PRIMARY_TECHNICAL	HPL00447_26695	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801851	SRR13089478	HPL00450	PRIMARY_TECHNICAL	HPL00450_India7	NONE	YES	.	38	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00453	PROVISIONAL_TECHNICAL	HPL00453_26695	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801851	SRR13089478	HPL00454	PROVISIONAL_TECHNICAL	HPL00454_J99	NONE	YES	.	38	12	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00460	PRIMARY_TECHNICAL	HPL00460_26695	NONE	YES	.	44	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00465	PRIMARY_TECHNICAL	HPL00465_Shi470	NONE	YES	.	55	8	0.9818	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00466	PRIMARY_TECHNICAL	HPL00466_Shi470	NONE	YES	.	35	9	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00469	PRIMARY_TECHNICAL	HPL00469_G27	NONE	YES	.	16	8	1.0000	MEDIUM	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00479	PRIMARY_TECHNICAL	HPL00479_Shi470	NONE	YES	.	49	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00482	PRIMARY_TECHNICAL	HPL00482_26695	NONE	YES	.	32	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00483	PRIMARY_TECHNICAL	HPL00483_G27	NONE	YES	.	55	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00485	PRIMARY_TECHNICAL	HPL00485_B8	NONE	YES	.	16	8	1.0000	MEDIUM	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00487	PROVISIONAL_TECHNICAL	HPL00487_HPAG1	NONE	YES	.	24	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00493	PRIMARY_TECHNICAL	HPL00493_P12	NONE	YES	.	59	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00496	PRIMARY_TECHNICAL	HPL00496_Shi470	NONE	YES	.	27	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00497	PRIMARY_TECHNICAL	HPL00497_India7	NONE	YES	.	39	8	1.0000	HIGH	NONE	AMBIGUOUS
SAMN16801851	SRR13089478	HPL00498	PRIMARY_TECHNICAL	HPL00498_26695	NONE	YES	.	36	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00499	PROVISIONAL_TECHNICAL	HPL00499_J99	NONE	YES	.	42	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00501	PRIMARY_TECHNICAL	HPL00501_B8	NONE	YES	.	60	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00502	PRIMARY_TECHNICAL	HPL00502_G27	NONE	YES	.	26	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00503	PRIMARY_TECHNICAL	HPL00503_26695	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801851	SRR13089478	HPL00505	PRIMARY_TECHNICAL	HPL00505_J99	MEMBER_ALLELE_CONFLICT:HPL00505_P12	NO	MEMBER_ALLELE_CONFLICT	37	8	1.0000	NA	NONE	UNCALLABLE
SAMN16801851	SRR13089478	HPL00506	PRIMARY_TECHNICAL	HPL00506_26695	NONE	YES	.	35	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00510	PROVISIONAL_TECHNICAL	HPL00510_Shi470	NONE	YES	.	30	13	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00514	PRIMARY_TECHNICAL	HPL00514_J99	NONE	YES	.	43	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00518	PROVISIONAL_TECHNICAL	HPL00518_India7	NONE	YES	.	46	6	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00521	PRIMARY_TECHNICAL	HPL00521_J99	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801851	SRR13089478	HPL00524	PRIMARY_TECHNICAL	HPL00524_G27	NONE	YES	.	34	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00529	PRIMARY_TECHNICAL	HPL00529_J99	NONE	YES	.	23	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00530	PRIMARY_TECHNICAL	HPL00530_Shi470	NONE	YES	.	31	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00531	PRIMARY_TECHNICAL	HPL00531_G27	NONE	YES	.	53	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00533	PROVISIONAL_TECHNICAL	HPL00533_P12	NONE	YES	.	45	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00540	PRIMARY_TECHNICAL	HPL00540_HPAG1	NONE	YES	.	36	9	0.9722	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00544	PRIMARY_TECHNICAL	HPL00544_J99	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801851	SRR13089478	HPL00548	PRIMARY_TECHNICAL	HPL00548_J99	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801851	SRR13089478	HPL00549	PROVISIONAL_TECHNICAL	HPL00549_P12	NONE	YES	.	55	10	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00571	PRIMARY_TECHNICAL	HPL00571_P12	NONE	YES	.	24	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00573	PRIMARY_TECHNICAL	HPL00573_Shi470	NONE	YES	.	29	9	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00576	PRIMARY_TECHNICAL	HPL00576_B8	NONE	YES	.	22	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00582	PRIMARY_TECHNICAL	HPL00582_B8	NONE	YES	.	26	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00601	PRIMARY_TECHNICAL	HPL00601_J99	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801851	SRR13089478	HPL00603	PRIMARY_TECHNICAL	HPL00603_J99	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801851	SRR13089478	HPL00604	PRIMARY_TECHNICAL	HPL00604_G27	NONE	YES	.	45	8	1.0000	HIGH	NONE	AMBIGUOUS
SAMN16801851	SRR13089478	HPL00608	PROVISIONAL_TECHNICAL	HPL00608_India7	NONE	YES	.	23	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00609	PRIMARY_TECHNICAL	HPL00609_India7	NONE	YES	.	22	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00613	PRIMARY_TECHNICAL	HPL00613_India7	NONE	YES	.	29	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00622	PROVISIONAL_TECHNICAL	HPL00622_India7	NONE	YES	.	41	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00628	PROVISIONAL_TECHNICAL	HPL00628_India7	NONE	YES	.	43	9	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00640	PRIMARY_TECHNICAL	HPL00640_P12	NONE	YES	.	34	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00645	PRIMARY_TECHNICAL	HPL00645_Shi470	NONE	YES	.	55	7	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00679	PRIMARY_TECHNICAL	HPL00679_J99	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801851	SRR13089478	HPL00682	PRIMARY_TECHNICAL	HPL00682_J99	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801851	SRR13089478	HPL00685	PROVISIONAL_TECHNICAL	HPL00685_J99	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801851	SRR13089478	HPL00699	PRIMARY_TECHNICAL	HPL00699_Shi470	NONE	YES	.	43	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00702	PRIMARY_TECHNICAL	HPL00702_G27	NONE	YES	.	28	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00709	PRIMARY_TECHNICAL	HPL00709_HPAG1	NONE	YES	.	45	7	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00743	PROVISIONAL_TECHNICAL	HPL00743_India7	NONE	YES	.	29	12	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00750	PRIMARY_TECHNICAL	HPL00750_HPAG1	NONE	YES	.	23	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00751	PRIMARY_TECHNICAL	HPL00751_India7	NONE	YES	.	30	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00752	PRIMARY_TECHNICAL	HPL00752_G27	NONE	YES	.	30	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00761	PRIMARY_TECHNICAL	HPL00761_G27	NONE	YES	.	29	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00780	PRIMARY_TECHNICAL	HPL00780_HPAG1	NONE	YES	.	25	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00782	PRIMARY_TECHNICAL	HPL00782_P12	NONE	YES	.	19	8	1.0000	MEDIUM	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00804	PRIMARY_TECHNICAL	HPL00804_HPAG1	NONE	YES	.	49	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00809	PRIMARY_TECHNICAL	HPL00809_HPAG1	NONE	NO	NOT_CALLER_ELIGIBLE:NO:not_uniquely_anchorable				NA	NA	NOT_APPLICABLE
SAMN16801851	SRR13089478	HPL00811	PRIMARY_TECHNICAL	HPL00811_HPAG1	NONE	YES	.	36	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00816	PRIMARY_TECHNICAL	HPL00816_HPAG1	NONE	YES	.	28	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00817	PRIMARY_TECHNICAL	HPL00817_Shi470	NONE	YES	.	32	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801851	SRR13089478	HPL00818	PRIMARY_TECHNICAL	HPL00818_HPAG1	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
